   192/299     8.06G   0.01958  0.007969   0.01759   0.04514        25       416    0.6811    0.6573    0.7527    0.6573   0.02157  0.004342   0.03243
   193/299     8.06G   0.01956  0.007995   0.01648   0.04404        23       416    0.6817    0.6589    0.7526    0.6565   0.02153  0.004344   0.03247
   194/299     8.06G   0.01928  0.007964   0.01713   0.04438        16       416    0.6708    0.6704    0.7511    0.6539   0.02155  0.004347   0.03259
   195/299     8.06G   0.01978  0.007909   0.01649   0.04418        31       416    0.6733    0.6689     0.752    0.6552    0.0216   0.00435   0.03269
   196/299     8.06G   0.01936  0.007927   0.01661   0.04389        36       416    0.6834    0.6704    0.7547    0.6581   0.02164   0.00435   0.03266
   197/299     8.06G   0.01939  0.007826    0.0167   0.04392        36       416    0.6841    0.6702    0.7553    0.6589   0.02166  0.004356   0.03266
   198/299     8.06G   0.01946  0.007848   0.01644   0.04375        14       416    0.6819    0.6738    0.7555    0.6592    0.0217  0.004366   0.03267
   199/299     8.06G   0.01927  0.007729   0.01604   0.04305        29       416    0.6942    0.6664    0.7543     0.659   0.02175  0.004375   0.03263
   200/299     8.06G   0.01927  0.007574   0.01626    0.0431        27       416    0.6622    0.6852    0.7562    0.6606   0.02174  0.004375   0.03267
   201/299     8.06G   0.01935  0.007967   0.01661   0.04393        19       416    0.7233    0.6562    0.7543    0.6588   0.02172  0.004384   0.03263
   202/299     8.06G   0.01931  0.007921   0.01618   0.04341        32       416    0.7217    0.6565    0.7556    0.6602   0.02171   0.00439   0.03258
   203/299     8.06G   0.01921  0.007751   0.01676   0.04372        29       416    0.7031    0.6623    0.7554     0.659   0.02172  0.004397   0.03256
